"period","source","id","Longitude","Latitude","bioc_1","bioc_2","bioc_3","bioc_4","bioc_5","bioc_6","bioc_7","bioc_8","bioc_9","bioc_10","bioc_11","bioc_12","bioc_13","bioc_14","bioc_15","bioc_16","bioc_17","bioc_18","bioc_19","bioc_21","bioc_22","bioc_23","bioc_24","bioc_25","bioc_26","bioc_27","bioc_28","bioc_29","t10","cdd"
"Baseline","Bunn","1009",-82.89582827,8.729170251,23.5126342773438,6.68786573410034,72.1988983154297,62.8102684020996,28.2921123504639,19.0289993286133,9.26311302185059,23.4239368438721,23.6780967712402,24.2670116424561,22.6767101287842,4412.93017578125,656.945861816406,62.5787544250488,59.401912689209,1779.60290527344,263.437835693359,814.864135742188,759.39697265625,182.460311889648,124.743843078613,42.3996658325195,0,42.3996658325195,0,120.511276245117,76.9985656738281,65.4712905883789,0,0
"Baseline","Bunn","101",-42.93749285,-20.93749796,22.6869716644287,9.4707670211792,61.8590087890625,194.356552124023,29.9363555908203,14.62610912323,15.3102464675903,24.3349723815918,20.3355941772461,24.9669609069824,20.3355941772461,1367.2626953125,304.914733886719,13.8895893096924,85.5465469360352,755.141723632812,49.4086380004883,543.771484375,49.4086380004883,505.056091308594,14.4999113082886,51.4432754516602,33.0663452148438,18.3769302368164,119.820785522461,114.123886108398,139.906707763672,114.123886108398,1.75000000745058,158.499998569489
"Baseline","Bunn","1010",-82.89582827,8.77083692,23.2004776000977,6.75399780273438,73.6976776123047,60.3957214355469,27.8877029418945,18.723237991333,9.16446495056152,23.1668472290039,23.2860050201416,23.8972091674805,22.3677959442139,3779.21508789062,544.734985351562,63.8460845947266,56.0471534729004,1453.77563476562,245.578735351562,752.835266113281,670.956848144531,232.198013305664,81.0295562744141,42.9115333557129,0,42.9115333557129,15.8625659942627,120.280227661133,84.5316772460938,72.565803527832,0,77.4500002861023
"Baseline","Bunn","1011",-82.47916158,8.77083692,20.5516777038574,6.40735673904419,78.4572906494141,58.9353065490723,24.7218265533447,16.5551452636719,8.16668128967285,20.4077682495117,20.6687030792236,21.2429580688477,19.7682552337646,3655.931640625,573.107666015625,62.5479888916016,57.3168258666992,1487.25732421875,246.389801025391,664.07421875,1162.47216796875,211.780517578125,70.6683120727539,36.8653945922852,0,36.8653945922852,16.0111122131348,99.74609375,78.8018798828125,29.0289077758789,0,0
"Baseline","Bunn","1012",-82.43749491,8.77083692,21.4449825286865,6.21186494827271,78.5093841552734,56.4229621887207,25.4674758911133,17.5552177429199,7.91225814819336,21.3062343597412,21.5638751983643,22.0966663360596,20.6889133453369,3614.24096679688,564.420166015625,61.5634346008301,57.109317779541,1448.53796386719,243.074676513672,643.139953613281,1145.67126464844,207.172439575195,72.9203872680664,36.7904777526855,0,36.7904777526855,16.4943466186523,99.2030029296875,78.7754440307617,28.3806018829346,0,81.4000009298325
"Baseline","Bunn","1013",-82.93749494,8.812503589,22.9752883911133,6.90070629119873,74.914436340332,58.9427909851074,27.6536350250244,18.4421844482422,9.21145057678223,22.6330471038818,22.987886428833,23.6171112060547,22.1376762390137,3614.55908203125,561.1103515625,61.6440467834473,57.7298736572266,1445.86157226562,240.636672973633,765.124450683594,639.164611816406,255.219268798828,70.2658462524414,43.0349731445312,0,43.0349731445312,16.1598873138428,121.228256225586,85.7805252075195,75.4865951538086,0,78.5000001192093
"Baseline","Bunn","1014",-82.89582827,8.812503589,23.1492290496826,6.80295991897583,75.3693466186523,57.9748840332031,27.7245464324951,18.6983833312988,9.02616310119629,22.8042259216309,23.1569442749023,23.7775173187256,22.3287963867188,3482.51318359375,506.544128417969,65.0173645019531,55.9834251403809,1333.35876464844,232.713684082031,729.41748046875,624.315002441406,256.971313476562,67.4298400878906,42.9378776550293,0,42.9378776550293,20.4825172424316,120.131729125977,87.2244415283203,75.4039611816406,0,77.2000005245209
"Baseline","Bunn","1015",-83.14582828,8.854170258,23.8515625,7.49435138702393,73.3580322265625,59.495662689209,28.9641513824463,18.7480220794678,10.2161293029785,24.004566192627,23.2096366882324,24.4261131286621,22.9475708007812,3815.27709960938,614.144775390625,48.1052932739258,61.4359588623047,1587.32543945312,200.661392211914,867.757934570312,533.650756835938,282.308319091797,72.2419662475586,46.8876342773438,0,46.8876342773438,18.1460227966309,124.311279296875,93.4507598876953,91.8806686401367,0,0
"Baseline","Bunn","1016",-83.10416161,8.854170258,23.8515625,7.49435138702393,73.3580322265625,59.495662689209,28.9641513824463,18.7480220794678,10.2161293029785,24.004566192627,23.2096366882324,24.4261131286621,22.9475708007812,3815.27709960938,614.144775390625,48.1052932739258,61.4359588623047,1587.32543945312,200.661392211914,867.757934570312,533.650756835938,282.308319091797,72.2419662475586,46.8876342773438,0,46.8876342773438,18.1460227966309,124.311279296875,93.4507598876953,91.8806686401367,0,0
"Baseline","Bunn","1017",-82.93749494,8.854170258,22.9206047058105,6.99520683288574,76.6388626098633,57.3336029052734,27.5099601745605,18.3824672698975,9.12749290466309,22.6537475585938,22.8372116088867,23.4869976043701,22.0918388366699,3644.15795898438,569.836669921875,54.3219871520996,58.7204627990723,1447.30053710938,243.163208007812,799.069580078125,614.195251464844,258.288940429688,69.3016967773438,42.7204360961914,0,42.7204360961914,18.3728523254395,121.171195983887,84.5136032104492,77.4777450561523,0,76.6499989032745
"Baseline","Bunn","1018",-82.89582827,8.854170258,22.3693656921387,6.82810640335083,76.4628982543945,58.0248489379883,26.8553695678711,17.9254093170166,8.92996025085449,22.4385604858398,22.3020935058594,22.9616203308105,21.5370864868164,3499.17626953125,517.1064453125,60.6200714111328,57.1200256347656,1354.57153320312,234.141357421875,752.050537109375,604.356628417969,252.417419433594,66.8016662597656,41.4114608764648,0,41.4114608764648,24.9116554260254,116.808334350586,84.2434844970703,74.6202774047852,0,77.5500016212463
"Baseline","Bunn","1019",-82.93749494,8.895836927,22.9206047058105,6.99520683288574,76.6388626098633,57.3336029052734,27.5099601745605,18.3824672698975,9.12749290466309,22.6537475585938,22.8372116088867,23.4869976043701,22.0918388366699,3644.15795898438,569.836669921875,54.3219871520996,58.7204627990723,1447.30053710938,243.163208007812,799.069580078125,614.195251464844,258.288940429688,69.3016967773438,42.7204360961914,0,42.7204360961914,18.3728523254395,121.171195983887,84.5136032104492,77.4777450561523,0,76.6499989032745
"Baseline","Bunn","102",-45.52082632,-20.89583129,23.1199188232422,9.73530197143555,63.6151084899902,190.446350097656,29.7145576477051,14.411114692688,15.3034429550171,24.7715377807617,20.5875968933105,25.0382976531982,20.5875968933105,1399.51586914062,286.178466796875,14.5928030014038,81.785026550293,730.104309082031,53.128490447998,721.467834472656,53.128490447998,517.435852050781,16.4840812683105,55.9344024658203,33.925121307373,22.0092811584473,120.137786865234,122.413925170898,120.387916564941,122.413925170898,1.35000001266599,160.700000286102
"Baseline","Bunn","1020",-82.93749494,8.937503595,22.403247833252,7.0138988494873,77.8757171630859,57.6058540344238,26.8891677856445,17.8826389312744,9.00652885437012,22.5521259307861,22.2379531860352,22.9482364654541,21.5710353851318,3377.09912109375,530.820129394531,47.7653465270996,58.336353302002,1337.10815429688,236.861572265625,1051.552734375,515.526306152344,273.301086425781,59.8028602600098,41.914134979248,0,41.914134979248,30.0503845214844,119.058410644531,57.5455932617188,82.4410247802734,0,0
"Baseline","Bunn","1021",41.52084489,8.937503595,20.8683986663818,10.0154485702515,71.5067749023438,122.987648010254,26.83740234375,12.831109046936,14.006293296814,21.6258296966553,19.500768661499,22.2133522033691,19.2319431304932,904.174865722656,148.000122070312,7.91443872451782,67.5143203735352,360.121063232422,32.426441192627,338.701629638672,47.0076332092285,563.11572265625,11.4783191680908,55.5468368530273,38.9182548522949,16.6285820007324,121.04133605957,158.618576049805,134.611236572266,151.253356933594,8.85000008717179,184.749998092651
"Baseline","Bunn","1022",-82.93749494,8.979170264,21.492883682251,6.98792695999146,79.0904159545898,58.0103034973145,25.8719882965088,17.0366230010986,8.83536529541016,21.6606159210205,20.8266639709473,22.0465621948242,20.6638107299805,3185.82958984375,528.542236328125,44.6589164733887,58.7243690490723,1262.62548828125,237.107284545898,1013.85754394531,459.587554931641,279.121215820312,53.1560211181641,40.387134552002,0,40.387134552002,35.6831817626953,102.914733886719,59.6267471313477,82.2758712768555,0,0
"Baseline","Bunn","1023",41.56251156,8.979170264,21.0601062774658,9.89365291595459,71.8120193481445,120.754745483398,26.9521713256836,13.1750164031982,13.7771549224854,21.8661861419678,19.7092094421387,22.3350009918213,19.4439563751221,921.6259765625,156.642135620117,7.65098142623901,69.2239456176758,370.13916015625,33.2918968200684,355.058837890625,46.6705894470215,559.241638183594,11.4693784713745,54.9826164245605,38.4537773132324,16.5288391113281,120.029182434082,157.122955322266,133.50617980957,150.139190673828,6.80000004172325,182.300000190735
